Woonplaats,Adres,Woning,Doelgroep,Publicatiedatum,Reacties,Verantwoording,Publicatiemodel
Amsterdam,Afrikanerplein 92,Portiekflat - 3 kamers,Gezin,04-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Anjeliersstraat 107 -B,Portiekflat - 2 kamers,Gezin,04-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Wolter Brandligtstraat 4 H,Benedenwoning - 2 kamers,Gezin,04-04-2024,14 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,De Parelvisserslaan 101,Galerijflat - 4 kamers,Gezin,04-04-2024,7 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Louis Davidsstraat 58,Benedenwoning - 5 kamers,Gezin,04-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Aalsmeer,Gerberastraat 49,Galerijflat - 3 kamers,Senioren,04-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Zeeburgerdijk 109-A,Benedenwoning - 2 kamers,Gezin,04-04-2024,19 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Eerste Jan Steenstraat 38 -B,Bovenwoning - 2 kamers,Gezin,03-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Statenjachtstraat 816-a,Galerijflat - 3 kamers,Gezin,03-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Marnixkade 55 -H,Tussenwoning - 3 kamers,Gezin,03-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Aalsmeer,Chrysantenstraat 46,Portiekflat - 3 kamers,Senioren,03-04-2024,387 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Ottho Heldringstraat 168,Galerijflat - 1 kamers,Jongeren,03-04-2024,1871 reacties,De woning is verhuurd aan de 1e kandidaat (Loting),Lotingmodel
Amsterdam,Goudsbloemstraat 113 -D,Tussenwoning - 1 kamers,Gezin,03-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Oostenburgermiddenstraat 789,Galerijflat - 1 kamers,Jongeren,03-04-2024,793 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Maldenhof 193,Tussenwoning - 4 kamers,Gezin,03-04-2024,3642 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Goudsbloemstraat 113 -A,Tussenwoning - 1 kamers,Gezin,03-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Purmerend,Touwslagerstraat 16,Tussenwoning - 3 kamers,Senioren,03-04-2024,381 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Statenjachtstraat 686-A,Galerijflat - 3 kamers,Gezin,03-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Statenjachtstraat 744-A,Galerijflat - 2 kamers,Gezin,03-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Aalsmeer,Weteringstraat 25,Hoekwoning - 4 kamers,Gezin,03-04-2024,2089 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Mont Blanc 8,Bovenwoning - 4 kamers,Gezin,03-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Czaar Peterstraat 265,Bovenwoning - 2 kamers,Gezin,03-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Dr. Willem Dreesweg 215,Corridorflat - 2 kamers,Senioren,03-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Van Heuven Goedhartlaan 367,Bovenwoning - 4 kamers,Gezin,03-04-2024,45 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Preangerstraat 84 4,Portiekflat - 1 kamers,Jongeren,03-04-2024,1976 reacties,De woning is verhuurd aan de 2e kandidaat (Loting),Lotingmodel
Amsterdam,Marnixstraat 269 -1 V,Bovenwoning - 1 kamers,Gezin,03-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zwaanshoek,Waltmanstraat 44,Tussenwoning - 3 kamers,Gezin,03-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Zeeburgerdijk 109-B,Bovenwoning - 2 kamers,Gezin,02-04-2024,79 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Zeeburgerdijk 107-B,Bovenwoning - 2 kamers,Gezin,02-04-2024,80 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Landsmeer,Kamperfoeliestraat 8,Tussenwoning - 4 kamers,Gezin,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Loenermark 746,Galerijflat - 2 kamers,Senioren,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Heemstedestraat 297,Galerijflat - 3 kamers,Jongeren,02-04-2024,626 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Hoofddorp,Piet Heinflat 17,Corridorflat - 2 kamers,Senioren,02-04-2024,246 reacties,De woning is verhuurd aan de 7e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Voorburgstraat 477,Corridorflat - 1 kamers,Jongeren,02-04-2024,1216 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Eksterstraat 22,Portiekwoning - 2 kamers,Gezin,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Borgerstraat 50 -D,Portiekflat - 4 kamers,Gezin,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Soembawastraat 53 2,Portiekflat - 3 kamers,Gezin,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Weesp,Klaas Listinghsteeg 48,Galerijflat - 2 kamers,Senioren,02-04-2024,236 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Weesp,Simon Vestdijkstraat 30,Maisonnette - 4 kamers,Gezin,02-04-2024,3151 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Hoofddorp,Hoofdweg 608 D,Galerijflat - 2 kamers,Jongeren,02-04-2024,899 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Nieuw-Vennep,Stepelerveld 50,Tussenwoning - 4 kamers,Gezin,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Eksterstraat 6 -B,Portiekwoning - 2 kamers,Gezin,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Nieuw-Vennep,Capricciolaan 121,Corridorflat - 3 kamers,Gezin,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Aalsmeer,Hugo de Vriesstraat 80,Hoekwoning - 4 kamers,Gezin,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Waalenburgsingel 194,Portiekwoning - 4 kamers,Gezin,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Boogschutter 45,Portiekwoning - 3 kamers,Gezin,02-04-2024,48 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Noordzijde 381,Galerijflat - 2 kamers,Senioren,02-04-2024,461 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Resedastraat 8 -1,Bovenwoning - 2 kamers,Gezin,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Ogentrooststraat 9,Tussenwoning - 4 kamers,Gezin,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Hoofddorp,Corversbos 123,Tussenwoning - 3 kamers,Gezin,02-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Uithoorn,Roodhalsgans 131,Galerijflat - 3 kamers,Gezin,01-04-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Botteskerksingel 35 -2,Portiekwoning - 3 kamers,Gezin,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Gustav Mahlerlaan 1692,Corridorflat - 0 kamers,Gezin,29-03-2024,0 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Gustav Mahlerlaan 1666,Corridorflat - 0 kamers,Gezin,29-03-2024,0 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Schelluinenstraat 73,Portiekwoning - 2 kamers,Gezin,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Vlaardingenlaan 188,Corridorflat - 1 kamers,Jongeren,29-03-2024,712 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Klieverink 972,Portiekflat - 2 kamers,Jongeren,29-03-2024,175 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Streefkerkstraat 83,Portiekflat - 3 kamers,Gezin,29-03-2024,0 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zwanenburg,Thorbeckestraat 33,Benedenwoning - 2 kamers,Gezin,29-03-2024,2057 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwezijds Kolk 27 -C,Bovenwoning - 1 kamers,Gezin,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Boogschutter 87,Portiekwoning - 3 kamers,Gezin,29-03-2024,1283 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Rustenburgerstraat 281 -2V,Portiekflat - 2 kamers,Gezin,29-03-2024,4037 reacties,De woning is verhuurd aan de 8e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Heemstedestraat 75,Galerijflat - 3 kamers,Persoon,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Wormer,Wezenland 135,Galerijflat - 2 kamers,Jongeren,29-03-2024,475 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Dignahoeve 101,Benedenwoning - 3 kamers,Senioren,29-03-2024,546 reacties,De woning is verhuurd aan de 11e kandidaat (Voorrang),Aanbodmodel
Nieuw-Vennep,Sikkelstraat 113,Benedenwoning - 2 kamers,Senioren,29-03-2024,74 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Oostzaanstraat 314,Portiekflat - 2 kamers,Gezin,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Badhoevedorp,Thomsonstraat 55,Maisonnette - 3 kamers,Gezin,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Arendonksingel 47,Portiekwoning - 3 kamers,Gezin,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Elzenhagensingel 531,Galerijflat - 3 kamers,Gezin,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Bloemgracht 234,Galerijflat - 2 kamers,Senioren,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Nieuwezijds Kolk 27 -A,Bovenwoning - 1 kamers,Gezin,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Raamgracht 94,Portiekwoning - 2 kamers,Gezin,29-03-2024,1275 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwezijds Kolk 27 -B,Bovenwoning - 2 kamers,Gezin,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Houtrijkstraat 196,Portiekwoning - 2 kamers,Jongeren,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Wormer,Florastraat 27 E,Portiekflat - 2 kamers,Jongeren,29-03-2024,504 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Rijsdrechthof 8,Tussenwoning - 4 kamers,Gezin,29-03-2024,1598 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Letelierstraat 25,Benedenwoning - 3 kamers,Gezin,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Erich Salomonstraat 309,Portiekwoning - 4 kamers,Persoon,29-03-2024,27 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwezijds Kolk 27 -F,Bovenwoning - 1 kamers,Gezin,29-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Hoofddorp,Mastbos 477,Galerijflat - 2 kamers,Jongeren,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Wormerveer,Marktstraat 119,Galerijflat - 3 kamers,Senioren,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Eerste Passeerdersdwarsstraat 32,Galerijflat - 2 kamers,Senioren,28-03-2024,78 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nageljongenstraat 193,Portiekwoning - 3 kamers,Senioren,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Marnixkade 22 -H,Tussenwoning - 2 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zwanenburg,Goeman Borgesiusstraat 19,Benedenwoning - 5 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Kloekhorststraat 129,Portiekflat - 4 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Van Abbestraat 57,Portiekwoning - 2 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Kolonelsdiep 57,Galerijflat - 3 kamers,Senioren,28-03-2024,269 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Pradolaan 59,Galerijflat - 3 kamers,Senioren,28-03-2024,863 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Zaandam,Marga Klompestraat 2,Tussenwoning - 4 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Pradolaan 55,Galerijflat - 3 kamers,Senioren,28-03-2024,101 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Reina Prinsen Geerligsstraat 4 2,Portiekwoning - 3 kamers,Gezin,28-03-2024,447 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Zaandammerplein 129,Portiekflat - 5 kamers,Gezin,28-03-2024,803 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Uithoorn,Ruys de Beerenbroucklaan 23,Tussenwoning - 5 kamers,Gezin,28-03-2024,722 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Zwanenburg,Goeman Borgesiusstraat 20 BV,Bovenwoning - 3 kamers,Persoon,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Hertspieghelweg 23,Benedenwoning - 2 kamers,Senioren,28-03-2024,265 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Den Ilp,Schoolstraat 41,Benedenwoning - 2 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Vechtstraat 69 -3,Portiekflat - 2 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Landsmeer,Talingweg 30 I,Bovenwoning - 4 kamers,Gezin,28-03-2024,208 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Weesp,Sportparklaan 149,Portiekwoning - 2 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Haarlemmerstraat 33 C,Galerijflat - 2 kamers,Persoon,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Bijlmerplein 230,Portiekflat - 2 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Platanenweg 14 -1,Portiekwoning - 3 kamers,Jongeren,28-03-2024,1510 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Pettenstraat 20,Tussenwoning - 5 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Nieuwezijds Kolk 27-D,Bovenwoning - 2 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Herderstraat 30,Tussenwoning - 4 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Botteskerksingel 30 -1,Maisonnette - 5 kamers,Gezin,28-03-2024,1232 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Badhoevedorp,Chr. Huygensstraat 86,Portiekflat - 3 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Eva Besnyostraat 42,Galerijflat - 3 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Amstellandlaan 51,Benedenwoning - 3 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Aalsmeer,Hellendaalstraat 30,Hoekwoning - 4 kamers,Gezin,28-03-2024,1948 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Houtmankade 73 H,Benedenwoning - 2 kamers,Persoon,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Entrepotbrug 208,Maisonnette - 4 kamers,Gezin,28-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Nieuwezijds Armsteeg 77,Portiekwoning - 2 kamers,Jongeren,27-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Sint Willibrordusstraat 24 1,Bovenwoning - 2 kamers,Gezin,27-03-2024,81 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Zwanenplein 14 HS,Benedenwoning - 2 kamers,Gezin,27-03-2024,5 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Titus van Rijnstraat 179,Portiekflat - 3 kamers,Gezin,27-03-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Roomtuintjes 177,Portiekwoning - 4 kamers,Gezin,27-03-2024,858 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Louweshoek 108,Corridorflat - 2 kamers,Persoon,27-03-2024,2583 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Albert Cuypstraat 110 -C,Portiekflat - 3 kamers,Senioren,27-03-2024,141 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Pluvierplein 8 H,Benedenwoning - 3 kamers,Jongeren,27-03-2024,150 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
